d,t,ln(t),asin(ln(t)),p,ln(p),ln(ln(p)),asin(ln(ln(p))),ln(ln(p_s)),asin(ln(ln(p_s))),ln(p_s),p_s,asin(ln(ln(p_r))),ln(ln(p_r)),ln(p_r),p_r,dp,ln(dp),ln(ln(dp)),p_m,ln(p_m),ln(ln(p_m)),asin(ln(ln(p_m))),dp_m,ln(dp_m),ln(ln(dp_m)),ln(ln(dp))%,ln(ln(dp_m))%,ixic_p,ln(ixic_p),ixic_p_s,ln(ixic_p_s),ixic_p_r,ln(ixic_p_r),ixic_dp,ixic_dp%,ixic_diff_dp%
2022-01-23,11.3068,8.4257,1.0422,35557.9500,13.4789,5.6011,0.9178,5.5476,0.8797,12.7770,17623.3591,0.9939,5.6479,14.1236,67754.2093,0.0381,1.0201,3.0199,38028.3118,13.5461,5.6061,0.9223,0.0426,1.0520,3.0507,0.5152,0.5569,14046.2200,9.5501,9774.1440,9.1875,16667.4876,9.7212,0.3626,0.6794,-0.1643
2022-01-24,11.3096,8.4260,1.0424,34656.0100,13.4532,5.5992,0.9162,5.5475,0.8797,12.7753,17593.1254,0.9939,5.6478,14.1235,67747.6429,0.0365,1.0086,3.0086,37681.6267,13.5369,5.6054,0.9217,0.0420,1.0482,3.0471,0.4998,0.5519,13481.5000,9.5091,9777.9023,9.1879,16673.8965,9.7216,0.3212,0.6018,-0.1020
2022-01-25,11.3123,8.4262,1.0427,36579.2400,13.5072,5.6032,0.9197,5.5474,0.8796,12.7735,17562.9401,0.9938,5.6478,14.1234,67740.9933,0.0401,1.0346,3.0340,37339.4809,13.5278,5.6047,0.9211,0.0415,1.0444,3.0434,0.5343,0.5470,13610.8700,9.5186,9781.6620,9.1883,16680.3079,9.7220,0.3304,0.6190,-0.0847
2022-01-26,11.3151,8.4265,1.0430,37609.5400,13.5350,5.6053,0.9216,5.5472,0.8795,12.7718,17532.8031,0.9937,5.6478,14.1233,67734.2605,0.0420,1.0484,3.0473,37001.8352,13.5187,5.6041,0.9205,0.0409,1.0406,3.0398,0.5522,0.5422,13871.7700,9.5376,9785.4233,9.1886,16686.7218,9.7224,0.3490,0.6538,-0.1016
2022-01-27,11.3178,8.4267,1.0433,36345.2400,13.5008,5.6028,0.9193,5.5471,0.8794,12.7701,17502.7143,0.9936,5.6478,14.1232,67727.4447,0.0398,1.0327,3.0322,36668.6485,13.5097,5.6034,0.9199,0.0404,1.0369,3.0363,0.5318,0.5373,13710.9900,9.5260,9789.1859,9.1890,16693.1381,9.7228,0.3369,0.6313,-0.0994
2022-01-28,11.3205,8.4270,1.0436,37068.0100,13.5205,5.6042,0.9206,5.5470,0.8793,12.7684,17472.6735,0.9935,5.6478,14.1231,67720.5459,0.0412,1.0426,3.0418,36339.8786,13.5007,5.6027,0.9193,0.0399,1.0333,3.0327,0.5447,0.5325,13436.7100,9.5057,9792.9500,9.1894,16699.5569,9.7231,0.3163,0.5927,-0.0479
2022-01-29,11.3233,8.4273,1.0439,37873.1800,13.5420,5.6058,0.9220,5.5468,0.8793,12.7667,17442.6809,0.9935,5.6478,14.1230,67713.5644,0.0428,1.0534,3.0520,36015.4818,13.4917,5.6021,0.9187,0.0394,1.0296,3.0292,0.5587,0.5277,13436.7100,9.5057,9796.7156,9.1898,16705.9781,9.7235,0.3159,0.5920,-0.0333
2022-01-30,11.3260,8.4275,1.0441,37939.3800,13.5437,5.6059,0.9221,5.5467,0.8792,12.7650,17412.7362,0.9934,5.6478,14.1229,67706.5002,0.0430,1.0548,3.0534,35695.4134,13.4828,5.6014,0.9181,0.0389,1.0260,3.0257,0.5605,0.5229,13436.7100,9.5057,9800.4826,9.1902,16712.4018,9.7239,0.3156,0.5912,-0.0308
2022-01-31,11.3288,8.4278,1.0444,37673.7000,13.5367,5.6054,0.9217,5.5466,0.8791,12.7632,17382.8394,0.9933,5.6478,14.1228,67699.3535,0.0426,1.0520,3.0507,35379.6276,13.4739,5.6008,0.9175,0.0384,1.0224,3.0222,0.5569,0.5182,13812.1900,9.5333,9804.2510,9.1906,16718.8280,9.7243,0.3427,0.6422,-0.0853
2022-02-01,11.3315,8.4280,1.0447,38623.2000,13.5616,5.6072,0.9234,5.5464,0.8790,12.7615,17352.9905,0.9932,5.6478,14.1227,67692.1245,0.0444,1.0645,3.0625,35068.0780,13.4650,5.6001,0.9169,0.0379,1.0189,3.0187,0.5728,0.5135,14277.4300,9.5664,9808.0209,9.1910,16725.2567,9.7247,0.3755,0.7035,-0.1307
2022-02-02,11.3342,8.4283,1.0449,37827.5300,13.5408,5.6057,0.9219,5.5463,0.8789,12.7598,17323.1893,0.9931,5.6478,14.1226,67684.8131,0.0430,1.0551,3.0536,34760.7172,13.4562,5.5994,0.9164,0.0374,1.0153,3.0152,0.5608,0.5088,14494.4700,9.5815,9811.7922,9.1913,16731.6878,9.7251,0.3902,0.7311,-0.1702
2022-02-03,11.3370,8.4285,1.0452,36751.0300,13.5119,5.6036,0.9200,5.5462,0.8789,12.7581,17293.4358,0.9930,5.6478,14.1225,67677.4196,0.0411,1.0420,3.0411,34457.4972,13.4475,5.5988,0.9158,0.0369,1.0119,3.0118,0.5439,0.5042,14045.8300,9.5501,9815.5650,9.1917,16738.1214,9.7254,0.3584,0.6714,-0.1275
2022-02-04,11.3397,8.4288,1.0455,39226.2600,13.5771,5.6084,0.9245,5.5460,0.8788,12.7564,17263.7299,0.9930,5.6478,14.1224,67669.9441,0.0457,1.0736,3.0710,34158.3695,13.4388,5.5981,0.9153,0.0365,1.0084,3.0084,0.5844,0.4995,13958.4800,9.5438,9819.3393,9.1921,16744.5575,9.7258,0.3517,0.6590,-0.0746
2022-02-05,11.3425,8.4290,1.0457,41515.8500,13.6338,5.6126,0.9285,5.5459,0.8787,12.7546,17234.0716,0.9929,5.6478,14.1223,67662.3867,0.0498,1.1017,3.0969,33863.2852,13.4301,5.5975,0.9147,0.0360,1.0050,3.0050,0.6195,0.4949,13958.4800,9.5438,9823.1150,9.1925,16750.9960,9.7262,0.3513,0.6583,-0.0389
2022-02-06,11.3452,8.4293,1.0460,41725.4000,13.6389,5.6129,0.9289,5.5458,0.8786,12.7529,17204.4608,0.9928,5.6477,14.1222,67654.7475,0.0503,1.1048,3.0996,33572.1950,13.4215,5.5969,0.9142,0.0355,1.0016,3.0016,0.6232,0.4903,13958.4800,9.5438,9826.8921,9.1929,16757.4371,9.7266,0.3510,0.6576,-0.0344
2022-02-07,11.3479,8.4295,1.0463,43202.3200,13.6736,5.6155,0.9315,5.5456,0.8785,12.7512,17174.8974,0.9927,5.6477,14.1221,67647.0267,0.0530,1.1226,3.1156,33285.0493,13.4129,5.5962,0.9136,0.0351,0.9982,2.9982,0.6449,0.4858,14118.7900,9.5553,9830.6707,9.1933,16763.8806,9.7270,0.3620,0.6783,-0.0334
2022-02-08,11.3507,8.4298,1.0465,43862.1600,13.6888,5.6166,0.9327,5.5455,0.8785,12.7495,17145.3813,0.9926,5.6477,14.1219,67639.2243,0.0542,1.1308,3.1229,33001.7982,13.4043,5.5956,0.9131,0.0346,0.9949,2.9949,0.6547,0.4812,13984.4300,9.5457,9834.4508,9.1936,16770.3266,9.7274,0.3521,0.6596,-0.0050
